evoArcadmin_03072026SAYFA39_1925-1028-1-0000-90-1-POTEMKİN_ZIRHLISI.mp4	1925-1028-1-0000-90-1_POTEMKİN_ZIRHLISI
evoArcadmin_ÇÖZÜMLEMEV2S8_1975-2246-1-0000-72-0-DERSU_UZALA.mp4	1975-2246-1-0000-72-0_DERSU_UZALA
evoArcadmin_03072026SAYFA38_1979-0208-1-0000-00-1-TESS.mp4	1979-0208-1-0000-00-1_TESS
evoArcadmin_03072026SAYFA40_1988-0361-1-0000-00-1-DOĞUM_GÜNÜN_KUTLU_OLSUN_MARILYN.mp4	1988-0361-1-0000-00-1_DOĞUM_GÜNÜN_KUTLU_OLSUN_MAR
evoArcadmin_ÇÖZÜMLEMEV2S11_1989-0476-1-0000-00-1-VANYA_DAYI.mp4	1989-0476-1-0000-00-1_VANYA_DAYI
evoArcadmin_ÇÖZÜMLEMEV2S11_1989-0955-1-0000-00-1-ÖLDÜRME_ZAMANI.mp4	1989-0955-1-0000-00-1_ÖLDÜRME_ZAMANI
evoArcadmin_ÇÖZÜMLEMEV2S2_1993-0435-1-0000-00-1-SEN_TOM_SAWYER_DEĞİLSİN.mp4	1993-0435-1-0000-00-1_SEN_TOM_SAWYER_DEĞİLSİN
evoArcadmin_03072026SAYFA38_1996-0325-1-0000-00-1-KIZIL_HAYAT.mp4	1996-0325-1-0000-00-1_KIZIL_HAYAT
evoArcadmin_ÇÖZÜMLEMEV2S4_2000-0323-1-0000-00-1-6._GÜN.mp4	2000-0323-1-0000-00-1_6
evoArcadmin_03072026SAYFA38_2002-9173-1-0000-00-1-ROBOCOP_KARA_ADALET.mp4	2002-9173-1-0000-00-1_ROBOCOP_KARA_ADALET
evoArcadmin_ÇÖZÜMLEMEV2S5_2004-9131-1-0000-00-1-YALNIZ_SAVAŞÇI.mp4	2004-9131-1-0000-00-1_YALNIZ_SAVAŞÇI (Spartan, David Mamet)
evoArcadmin_03072026SAYFA39_2006-9139-1-0000-90-1-TAKTİKLER_SAVAŞI.mp4	2006-9139-1-0000-90-1_TAKTİKLER_SAVAŞI
evoArcadmin_03072026SAYFA41_2008-9066-1-0000-00-1-MESLEĞE_DÖNÜŞ.mp4	2008-9066-1-0000-00-1_MESLEĞE_DÖNÜŞ
evoArcadmin_03072026SAYFA40_2017-1081-1-0000-50-0-KARAVAN.mp4	2017-1081-1-0000-50-0_KARAVAN
evoArcadmin_03072026SAYFA39_2023-1224-1-0000-56-1-ARKADAŞIMIN_EVİ_NEREDE.mp4	2023-1224-1-0000-56-1_ARKADAŞIMIN_EVİ_NEREDE
